IsMonthToMonth,tenure,AvgChargePerMonth,OnlineSecurity_No,Contract_Two year,TechSupport_No,IsLongTerm,TenureGroup_0-1yr,TotalCharges,InternetService_Fiber optic,MonthlyCharges,TenureGroup_4-6yr,OnlineBackup_No,PaymentMethod_Electronic check,DeviceProtection_No,InternetService_No,Contract_One year,HighMonthlyCharges,PaperlessBilling_No,PartnerAndDependents,HasTechSupport,InternetService_DSL,HasOnlineSecurity,Dependents_No,Partner_No,TotalServices,SeniorCitizen,StreamingTV_Yes,HasStreaming,StreamingTV_No
1.0,28.0,-0.01986972706904433,1.0,0.0,1.0,1.0,0.0,-0.5762220850022856,0.0,-0.9592454790148186,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0,16.0,-0.05068242681810492,0.0,1.0,0.0,0.0,0.0,-0.8616012559077836,0.0,-1.522594662071134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,-0.13545792326167452,0.0,0.0,0.0,0.0,1.0,-0.9482054628317216,0.0,-1.4827115340671475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,27.0,-0.0009396298605644036,0.0,0.0,1.0,1.0,0.0,-0.0263096360958033,1.0,0.7025515211513048,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0
0.0,58.0,-0.006022403350037811,0.0,1.0,0.0,1.0,0.0,-0.3553217976522309,0.0,-1.3115464430500368,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
0.0,72.0,0.03295525016315173,0.0,1.0,0.0,1.0,0.0,2.405733261910076,1.0,1.3340343812144315,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0
1.0,28.0,-0.02005608881914854,1.0,0.0,0.0,1.0,0.0,-0.5816265757553076,0.0,-0.9642308700153168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
0.0,40.0,0.01157745432039953,1.0,0.0,1.0,1.0,0.0,0.4746756271363808,1.0,0.6743009721484804,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
1.0,1.0,-0.4983677919396335,0.0,0.0,0.0,0.0,1.0,-0.996735583879267,0.0,-1.4710789550659844,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,5.0,-0.1372986466304266,1.0,0.0,1.0,0.0,1.0,-0.8237918797825595,1.0,0.5064594751317021,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
1.0,1.0,-0.4876249878713814,1.0,0.0,1.0,0.0,1.0,-0.9752499757427628,1.0,0.1475113230958195,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,12.0,-0.034075757198526346,1.0,0.0,1.0,0.0,1.0,-0.4429848435808425,1.0,1.3473287572157604,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0
1.0,5.0,-0.13429124973520748,1.0,0.0,0.0,0.0,1.0,-0.8057474984112448,1.0,1.0415581091851935,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0
0.0,71.0,0.023077332971358715,0.0,1.0,0.0,1.0,0.0,1.6615679739378275,0.0,0.7091987091519689,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0
1.0,3.0,-0.2262534137748515,1.0,0.0,1.0,0.0,1.0,-0.905013655099406,1.0,0.4050898581215686,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
1.0,30.0,-0.023110645694768728,0.0,0.0,0.0,1.0,0.0,-0.7164300165378306,0.0,-1.4993295040688086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,25.0,-0.030065501128722274,0.0,0.0,0.0,1.0,0.0,-0.7817030293467792,0.0,-1.481049737066981,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,52.0,-0.007897043582823098,0.0,1.0,0.0,1.0,0.0,-0.4185433098896242,0.0,-1.3364733980525287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,46.0,0.02435954591380669,0.0,0.0,1.0,1.0,0.0,1.1448986579489144,1.0,1.503537675231376,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0
1.0,9.0,-0.07419965666715148,1.0,0.0,1.0,0.0,1.0,-0.7419965666715147,1.0,0.1907180451001386,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,19.0,-0.015779663791551785,1.0,0.0,1.0,0.0,0.0,-0.3155932758310357,1.0,0.7341256641544608,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
1.0,12.0,-0.05661002319542858,1.0,0.0,1.0,0.0,1.0,-0.7359303015405715,0.0,-0.5105602889699654,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
0.0,45.0,0.02154186563810024,1.0,0.0,0.0,1.0,0.0,0.990925819352611,1.0,1.127971553193832,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0
1.0,36.0,0.016755598979351007,0.0,0.0,1.0,1.0,0.0,0.6199571622359872,1.0,1.3207400052131024,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0
1.0,38.0,0.015967039884033973,1.0,0.0,1.0,1.0,0.0,0.622714555477325,1.0,1.0083221691818711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0
1.0,1.0,-0.4986545608367326,0.0,0.0,0.0,0.0,1.0,-0.9973091216734652,0.0,-1.5142856770703037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,10.0,-0.04981293271992045,1.0,0.0,1.0,0.0,1.0,-0.5479422599191249,1.0,1.1213243651931677,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0
1.0,13.0,-0.05421931040156275,1.0,0.0,1.0,0.0,0.0,-0.7590703456218785,0.0,-0.6634456129852487,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,18.0,-0.01983661275644515,1.0,0.0,0.0,0.0,0.0,-0.3768956423724579,0.0,0.572931355138347,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0
0.0,37.0,-0.007971877001758224,0.0,1.0,0.0,1.0,0.0,-0.3029313260668125,0.0,-0.6435040489832552,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
1.0,5.0,-0.15865925293999017,0.0,0.0,0.0,0.0,1.0,-0.951955517639941,0.0,-1.4760643460664828,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,11.0,-0.05383293029842479,1.0,0.0,1.0,0.0,1.0,-0.6459951635810975,1.0,0.3386179781149237,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
1.0,64.0,0.026413049132925668,1.0,0.0,0.0,1.0,0.0,1.7168481936401685,1.0,1.1429277261953277,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0
1.0,1.0,-0.4906360612909222,1.0,0.0,1.0,0.0,1.0,-0.9812721225818444,0.0,-0.3061592579495322,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
1.0,37.0,0.013858550415873293,1.0,0.0,1.0,1.0,0.0,0.5266249158031852,1.0,0.9219087251732327,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0
1.0,48.0,0.024470036776793023,0.0,0.0,1.0,1.0,0.0,1.199031802062858,1.0,1.3456669602155942,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0
1.0,20.0,-0.007985081065032167,1.0,0.0,1.0,0.0,0.0,-0.1676867023656755,1.0,0.9900424021800438,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0
1.0,26.0,-0.00783809337257907,0.0,0.0,1.0,1.0,0.0,-0.2116285210596349,0.0,0.1574821050968162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0
0.0,30.0,-0.02421146823524604,0.0,1.0,0.0,1.0,0.0,-0.7505555152926273,0.0,-1.5076384890696393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,69.0,0.01448444927732004,0.0,1.0,0.0,1.0,0.0,1.0139114494124029,0.0,0.0710686610881779,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0
0.0,63.0,0.022871995791704375,0.0,1.0,0.0,1.0,0.0,1.46380773066908,0.0,0.8188773111629334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0
1.0,5.0,-0.15836145446992567,0.0,0.0,0.0,0.0,1.0,-0.950168726819554,0.0,-1.5093002860698053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,39.0,-0.016431133200143895,0.0,1.0,0.0,1.0,0.0,-0.6572453280057557,0.0,-1.4727407520661506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4.0,-0.16898932014602064,1.0,0.0,1.0,0.0,1.0,-0.8449466007301032,1.0,1.2276793732037996,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0
0.0,60.0,0.027394318142426717,1.0,1.0,1.0,1.0,0.0,1.6710534066880298,1.0,1.2093996062019725,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0
1.0,19.0,-0.00589054867081786,1.0,0.0,0.0,0.0,0.0,-0.1178109734163572,1.0,1.2808568772091151,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0
1.0,11.0,-0.041705914823021106,1.0,0.0,1.0,0.0,1.0,-0.5004709778762533,1.0,1.2376501552047965,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0
1.0,31.0,0.01250361605908145,1.0,0.0,1.0,1.0,0.0,0.4001157138906064,1.0,1.1695164781979852,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0
1.0,30.0,0.0022609300523021418,0.0,0.0,1.0,1.0,0.0,0.0700888316213664,1.0,0.6493740171459885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0
0.0,53.0,-0.008176053348212694,0.0,1.0,0.0,1.0,0.0,-0.4415068808034855,0.0,-1.3348116010523623,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1.0,5.0,-0.13368094669779138,1.0,0.0,0.0,0.0,1.0,-0.8020856801867483,1.0,0.8172155141627669,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0
0.0,51.0,0.014380575248161694,1.0,0.0,1.0,1.0,0.0,0.7477899129044081,1.0,0.4931650991303729,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0
0.0,71.0,0.025177547490177678,0.0,1.0,0.0,1.0,0.0,1.8127834192927927,0.0,0.8155537171626008,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0
0.0,61.0,-0.005560216251701511,0.0,1.0,0.0,1.0,0.0,-0.3447334076054937,0.0,-1.3215172250510334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1.0,8.0,-0.08202003715838925,1.0,0.0,1.0,0.0,1.0,-0.7381803344255032,1.0,0.3236618051134285,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
1.0,10.0,-0.06861935731429572,0.0,0.0,0.0,0.0,1.0,-0.754812930457253,0.0,-0.3261008219515255,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
1.0,12.0,-0.05642336888370725,1.0,0.0,1.0,0.0,1.0,-0.7335037954881942,0.0,-0.4956041159684701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
1.0,66.0,0.013069982701651066,1.0,0.0,0.0,1.0,0.0,0.8756888410106214,0.0,-0.0303009559219556,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0
1.0,24.0,-0.014805821748706515,0.0,0.0,0.0,0.0,0.0,-0.3701455437176629,0.0,-0.143303151933252,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0
1.0,4.0,-0.1804115459089384,1.0,0.0,0.0,0.0,1.0,-0.902057729544692,0.0,-0.2745851149463758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
1.0,4.0,-0.1698143322038289,1.0,0.0,1.0,0.0,1.0,-0.8490716610191446,1.0,0.8039211381614382,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0
0.0,35.0,-0.003226570485320958,0.0,0.0,1.0,1.0,0.0,-0.1161565374715545,0.0,-0.304497460949366,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
1.0,45.0,0.01437072502401926,0.0,0.0,0.0,1.0,0.0,0.661053351104886,1.0,0.6959043331506402,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0
0.0,65.0,0.03247985770080804,0.0,0.0,0.0,1.0,0.0,2.1436706082533306,1.0,1.503537675231376,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0
1.0,14.0,-0.03314561100883857,1.0,0.0,1.0,0.0,0.0,-0.4971841651325785,1.0,0.5363718211346925,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
0.0,61.0,0.005756837196101466,0.0,0.0,0.0,1.0,0.0,0.3569239061582909,0.0,-0.467353566965646,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0
0.0,68.0,0.019791949728658755,0.0,1.0,1.0,1.0,0.0,1.365644531277454,1.0,0.5180920541328647,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
0.0,23.0,-0.018325346940284225,0.0,0.0,0.0,0.0,0.0,-0.4398083265668214,0.0,-0.2330401899422227,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
1.0,55.0,0.017566688174628607,1.0,0.0,1.0,1.0,0.0,0.983734537779202,1.0,0.5579751821368518,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
0.0,69.0,-0.003539133470688497,0.0,1.0,0.0,1.0,0.0,-0.2477393429481948,0.0,-1.3397969920528607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1.0,7.0,-0.0937312028278556,0.0,0.0,0.0,0.0,1.0,-0.7498496226228448,0.0,0.5480044001358552,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0
0.0,72.0,0.02085626189028328,0.0,1.0,1.0,1.0,0.0,1.5225071179906793,1.0,0.4748853321285456,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
0.0,61.0,0.004850633249561156,0.0,0.0,1.0,1.0,0.0,0.3007392614727917,0.0,-0.5005895069689685,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
0.0,64.0,0.01858374918490557,0.0,0.0,1.0,1.0,0.0,1.207943697018862,1.0,0.5164302571326987,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0
1.0,32.0,0.008706887901421954,1.0,0.0,1.0,1.0,0.0,0.2873273007469245,1.0,0.9451738831755588,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0
1.0,1.0,-0.4853418662675536,1.0,0.0,1.0,0.0,1.0,-0.9706837325351072,1.0,0.4915033021302069,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
1.0,3.0,-0.2277975539900007,0.0,0.0,0.0,0.0,1.0,-0.9111902159600028,1.0,0.5829021371393436,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
1.0,3.0,-0.245863994507246,0.0,0.0,0.0,0.0,1.0,-0.983455978028984,0.0,-1.481049737066981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,72.0,0.023066709184572164,0.0,1.0,0.0,1.0,0.0,1.683869770473768,0.0,0.6526976111463211,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0
1.0,26.0,-0.024399609934107593,1.0,0.0,1.0,1.0,0.0,-0.658789468220905,0.0,-1.1619847130350858,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,39.0,0.016786631699604437,0.0,1.0,1.0,1.0,0.0,0.6714652679841775,1.0,1.1861344481996463,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0
